reference;periode;type_document;parties;description_contenu;depose_par;date_depot;date_execution;criticite;montant;droit_ubi_paye;statut;source_registre
EC-I-546-014;courant;Contrat d'exclusivité;Sfaal ↔ Il-Irion;Première offre sur des lots de charbon tamisé;Sorna Kelveg (Sfaal);546-VIII-14;546-XII-14;I;3'600 couronnes;72 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
PB-IV-546-009;courant;Contrat de prêt bancaire;UBI ↔ Il-Irion;Prêt bancaire pour avance d'exécution liée au contrat MN-IV-546-003 : mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;UBI ↔ Il-Irion;546-VIII-25;;IV;;;Courant;registre_UBI_Contrats_courant.md
CP-III-546-002;courant;Correspondance compromettante;Expéditeur anonyme ↔ Maître Silas le Graveur;Lettre de demande de copie du sceau officiel de Sfaal pour falsification, rémunération de 200 pièces d'or;Déposant anonyme (origine inconnue);546-XI-20;;III;;;Courant;registre_UBI_Contrats_courant.md
SE-II-546-008;courant;Contrat de service;Ther-Félis ↔ Guilde des Ports Unis;Sous-traitance du transport maritime du fer sur le trajet Sfaal–Ther-Félis, première étape du transit prévu vers Palyr;Rauth Kaelmar (Ther-Félis);546-XII-18;;II;;;Courant;registre_UBI_Contrats_courant.md
CO-II-547-001;courant;Contrat commercial;Sfaal ↔ Palyr;Fourniture de 20 tonnes de fer avec système de sceau de sécurité pour garantir l'authenticité et la qualité;Duc Thoren Forgefer (Sfaal);547-I-01;;II;;;Courant;registre_UBI_Contrats_courant.md
SE-I-547-024;courant;Contrat de service;Il-Irion ↔ Palyr;Tri et copie de reçus de change usés;Ryliane Sorne (Il-Irion);547-III-06;547-III-25;I;900 couronnes;18 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
DF-IV-547-002;courant;Contrat de défense;Il-Irion ↔ Ther-Félis;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;Il-Irion ↔ Ther-Félis;547-III-22;;IV;;;Courant;registre_UBI_Contrats_courant.md
CO-I-547-025;courant;Contrat commercial;Arthas ↔ Palyr;Vente de ferrures de porte et de charnières civiles;Bastion Kharvek (Arthas);547-IV-18;547-X-09;I;2'200 couronnes;44 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
TR-I-547-026;courant;Contrat de transport;Sfaal ↔ Ther-Félis;Transport de caisses d'outils de quai et de chaînes courtes;Jabren Feld (Sfaal);547-V-02;547-V-20;I;1'800 couronnes;36 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
TR-IV-547-001;courant;Contrat de transport;Il-Irion ↔ Sfaal;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;Il-Irion ↔ Sfaal;547-VI-26;;IV;;;Courant;registre_UBI_Contrats_courant.md
EN-I-547-027;courant;Convention d'entrepôt;Il-Irion ↔ Arthas;Location d'une armoire scellée pour matrices de compte et liasses vierges;Tovan Ilmari (Il-Irion);547-IX-11;;I;1'500 couronnes;30 couronnes;En vigueur;registre_UBI_Contrats_courant.md
EC-I-547-028;courant;Contrat d'exclusivité;Palyr ↔ Sfaal;Première offre sur des lots de bois sec pour caisses de transport;Ilara Vandesse (Palyr);547-IX-18;;I;3'100 couronnes;62 couronnes;En vigueur;registre_UBI_Contrats_courant.md
DF-IV-547-016;courant;Contrat de défense;Arthas ↔ Empire Tchélène;Commerce militaire secret d'armes, pièces d'entretien et fournitures stratégiques pour les autorités impériales;Arthas ↔ Empire Tchélène;547-X-04;;IV;;;Courant;registre_UBI_Contrats_courant.md
CH-II-547-017;courant;Charte d’approvisionnement;Conseil des Oblats ↔ Sfaal;Monopole courant de Sfaal sur le fer et l’acier brut des Cinq Cités;Conseil des Oblats;547-X-11;;II;;;Courant;registre_UBI_Contrats_courant.md
CC-II-547-018;courant;Convention commerciale confidentielle;Maison Aliriis (Sfaal) ↔ Styrgie;Fourniture discrète d’acier de Sfaal à la Styrgie sous registre scellé standard;Maison Aliriis (Sfaal);547-X-12;;II;;;Courant;registre_UBI_Contrats_courant.md
CC-II-547-019;courant;Convention commerciale confidentielle;Maison Guelendag (Sfaal) ↔ Aquiléa;Fourniture discrète d’acier de Sfaal à Aquiléa sous registre scellé standard;Maison Guelendag (Sfaal);547-X-13;;II;;;Courant;registre_UBI_Contrats_courant.md
MN-II-547-020;courant;Convention de mandat;Maison Jab-Fer (Sfaal) ↔ Sangs des Steppes;Protection discrète de dépôts d’acier des quais de Sfaal;Maison Jab-Fer (Sfaal);547-X-14;;II;;;Courant;registre_UBI_Contrats_courant.md
CH-II-547-021;courant;Charte de forge;Conseil des Oblats ↔ Arthas;Charge officielle d’Arthas pour la forge et la fourniture des armes des Cinq Cités;Conseil des Oblats;547-X-15;;II;;;Courant;registre_UBI_Contrats_courant.md
DF-II-547-022;courant;Accord de fourniture;Arthas ↔ Styrgie;Fourniture scellée d’armes et pièces métalliques à la Styrgie sous registre standard;Valerian Marvek (Arthas);547-X-16;;II;;;Courant;registre_UBI_Contrats_courant.md
MN-II-547-023;courant;Convention de mandat;Arthas ↔ Fraternité des Sangs des Steppes;Circulation commerciale et protection de cargaisons d’Arthas sur routes continentales;Valerian Marvek (Arthas);547-X-17;;II;;;Courant;registre_UBI_Contrats_courant.md
